pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
4301003,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25,1,-1,1,0,1,0,0,0,-2,3,4,1,0,0,6,0,0,4,0,0,1,1,1,0,2,3,-1,1,0,1,0,1,0,0,0,8,0,7,0,0,4,0,0,1,2,1,1,0,3
4301004,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,14,0,1,25,1,-1,1,0,1,0,0,0,-2,4,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301005,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,11,0,1,25,1,-1,1,0,1,0,0,0,-2,6,6,2,0,0,0,10,0,0,3,0,1,4,5,0,9,10,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301007,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25,1,-1,1,0,1,0,0,0,-1,8,9,2,0,0,0,7,0,0,2,0,1,2,4,0,6,7,-1,1,0,1,0,1,0,0,0,10,0,0,7,0,0,2,0,1,8,2,6,0,9
4301009,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25,1,-1,1,0,1,0,0,0,-1,11,11,3,0,0,0,14,0,0,5,0,1,3,1,0,4,5,-1,1,0,1,0,1,0,0,0,9,4,4,25,0,2,9,0,4,7,4,3,0,11
4301010,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,9,0,1,25,1,-1,1,0,1,0,0,0,-1,12,13,3,0,0,0,32,0,0,11,0,3,4,3,0,7,10,-1,1,0,1,0,1,0,0,0,9,0,4,70,0,2,24,0,7,14,5,6,3,21
4301011,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25,1,-1,1,0,1,0,0,0,-1,13,14,3,0,0,0,41,3,0,14,7,5,5,6,0,11,16,-1,1,0,1,0,1,0,0,0,9,20,10,66,4,6,23,10,15,14,7,4,3,29
4301012,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25,1,-1,1,0,1,0,0,0,-1,15,15,3,0,0,5,29,0,3,10,0,3,3,3,2,8,11,-1,1,0,1,0,1,0,0,0,9,0,0,62,0,0,21,0,5,14,7,5,2,19
4301013,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,7,0,1,25,1,-1,1,0,1,0,0,0,-1,16,17,4,0,3,0,45,1,0,15,2,5,4,4,0,8,13,-1,1,0,1,0,1,0,0,0,8,18,27,54,4,16,19,10,16,10,6,4,0,26
4301014,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25,1,-1,1,0,1,0,0,0,-1,17,18,4,0,2,5,28,1,3,10,2,4,5,5,0,10,14,-1,1,0,1,0,1,0,0,0,9,0,2,39,1,1,13,2,4,17,7,6,4,21
4301015,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,11,0,1,25,1,-1,1,0,1,0,0,0,-1,19,19,4,0,2,2,33,2,1,11,5,5,3,5,1,9,14,-1,1,0,1,0,1,0,0,0,8,6,8,55,5,5,19,12,10,16,8,8,0,26
4301017,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25,1,-1,1,0,1,0,0,0,-1,21,22,5,0,0,3,24,0,2,8,0,3,4,2,0,6,9,-1,1,0,1,0,1,0,0,0,9,24,37,38,7,22,13,17,19,14,7,4,3,33
4301018,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,7,0,1,25,1,-1,1,0,1,0,0,0,-1,22,23,5,0,4,0,26,0,0,9,0,3,3,3,0,6,9,-1,1,0,1,0,1,0,0,0,7,2,2,34,2,1,12,5,5,11,5,6,0,16
4301019,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,8,0,1,25,1,-1,1,0,1,0,0,0,-1,24,24,5,0,0,2,0,0,1,0,0,0,2,0,0,2,2,-1,1,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,7,4,3,0,7
4301021,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25,1,-1,1,0,0,1,0,0,-1,26,27,6,0,4,0,51,2,0,17,5,7,5,2,0,7,14,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301022,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25,1,-1,1,0,0,1,0,0,-1,28,28,6,0,2,0,20,0,0,7,0,2,3,5,0,8,10,-1,1,0,1,0,1,0,0,0,10,0,0,56,0,0,19,0,5,14,7,6,1,19
4301023,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,7,0,1,25,1,-1,1,0,0,1,0,0,-1,29,29,6,0,2,5,58,3,3,20,7,8,4,3,2,9,17,-1,1,0,1,0,1,0,0,0,9,24,30,23,9,18,8,22,18,16,8,5,3,34
4301024,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25,1,-1,1,0,0,1,0,0,-1,30,31,7,0,0,0,12,0,0,4,0,1,1,2,0,3,4,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301027,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,0,1,25,1,-1,1,0,0,1,0,0,0,34,34,7,0,3,7,10,0,4,3,0,3,1,0,0,1,4,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301030,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,8,0,1,25,1,-1,1,0,0,1,0,0,0,38,38,8,0,2,1,24,4,1,8,10,5,3,2,0,5,10,-1,1,0,1,0,1,0,0,0,8,16,9,69,8,5,24,19,16,13,6,4,3,29
4301031,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,7,0,1,25,1,-1,1,0,0,1,0,0,-1,39,40,8,0,0,4,0,0,2,0,0,1,2,3,0,5,6,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301032,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,0,1,25,1,-1,1,0,0,1,0,0,0,40,41,9,0,0,7,15,0,4,5,0,2,1,1,0,2,4,-1,1,0,1,0,1,0,0,0,7,0,6,25,0,4,9,0,3,13,7,6,0,16
4301033,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,0,1,25,1,-1,1,0,0,1,0,0,0,42,43,9,0,0,1,16,0,1,5,0,2,4,1,0,5,7,-1,1,0,1,0,1,0,0,0,13,6,0,23,0,0,8,0,3,16,5,6,5,19
4301034,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,7,0,1,25,1,-1,1,0,0,1,0,0,0,44,45,9,0,0,5,24,0,3,8,0,3,5,6,0,11,14,-1,1,0,1,0,1,0,0,0,10,6,0,40,0,0,14,0,5,8,5,3,0,13
4301035,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,0,1,25,1,-1,1,0,0,1,0,0,0,44,44,9,0,4,0,42,2,0,14,5,6,5,4,0,9,15,-1,1,0,1,0,1,0,0,0,12,14,8,70,7,5,24,17,15,16,7,4,5,31
4301037,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,12,0,1,25,1,-1,1,0,0,1,0,0,0,47,47,10,0,0,0,31,0,0,11,0,3,4,4,2,10,13,-1,1,0,1,0,1,0,0,0,10,4,0,63,3,0,22,7,8,12,5,6,1,20
4301038,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,8,0,1,25,1,-1,1,0,0,1,0,0,0,49,49,10,0,0,8,34,0,5,12,0,4,3,4,0,7,11,-1,1,0,1,0,1,0,0,0,9,0,0,45,0,0,15,0,4,12,4,6,2,16
4301039,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,8,0,1,25,1,-1,0,1,0,0,1,0,0,52,52,11,0,8,0,0,0,0,0,0,2,5,4,0,9,11,-1,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301041,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,1,0,75,0,1,0,1,0,0,1,0,0,54,55,11,0,0,8,17,0,5,6,0,3,4,2,0,6,9,1,0,0,1,0,1,0,1,0,10,0,0,56,0,0,19,0,5,13,6,7,0,18
4301042,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,10,1,0,75,0,1,0,1,0,0,1,0,0,54,54,11,0,0,8,19,0,5,7,0,3,0,0,0,0,3,1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301044,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,11,1,0,75,0,1,0,1,0,0,1,0,0,56,56,12,0,0,5,13,0,3,4,0,2,3,5,0,8,10,1,0,0,1,0,1,0,1,0,12,20,4,57,6,2,20,14,14,11,6,4,1,25
4301045,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,11,1,0,75,0,1,0,1,0,0,1,0,0,57,58,12,0,0,2,17,0,1,6,0,2,2,3,0,5,7,1,0,0,1,0,1,0,1,0,12,0,6,37,0,4,13,0,4,8,3,3,2,12
4301046,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,11,1,0,75,0,1,0,1,0,0,1,0,0,58,59,12,0,6,1,1,0,1,0,0,2,4,2,0,6,8,1,0,0,1,0,1,0,1,0,12,2,0,6,0,0,2,0,1,11,4,5,2,12
4301048,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,1,0,75,0,1,0,1,0,0,1,0,0,61,61,13,0,0,8,41,0,5,14,0,5,3,4,2,9,14,1,0,0,1,0,1,0,1,0,11,0,8,58,0,5,20,0,6,15,5,7,3,21
4301050,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,9,1,0,75,0,1,0,1,0,0,1,0,1,63,64,13,0,0,0,34,0,0,12,0,3,4,5,1,10,13,1,0,0,1,0,1,0,1,0,11,0,8,60,2,5,21,5,8,14,4,7,3,22
4301052,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,1,0,75,0,1,0,1,0,0,1,0,1,67,68,14,0,0,0,28,0,0,10,0,2,6,5,2,13,15,1,0,0,1,0,1,0,1,0,11,20,18,70,6,11,24,14,17,19,8,7,4,36
4301054,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,12,1,0,75,0,1,0,1,0,0,1,0,1,69,69,14,0,0,0,6,0,0,2,0,1,4,3,0,7,8,1,0,0,1,0,1,0,1,0,12,4,0,26,0,0,9,0,3,12,7,4,1,15
4301056,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,1,0,75,0,1,0,1,0,0,1,0,1,71,72,15,0,0,0,22,0,0,8,0,2,4,4,1,9,11,1,0,0,1,0,1,0,1,0,11,0,0,49,1,0,17,2,5,12,6,6,0,17
4301057,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,1,0,75,0,1,0,1,0,0,1,0,1,72,73,15,0,0,7,18,0,4,6,0,3,1,2,0,3,6,1,0,0,1,0,1,0,1,0,10,8,4,49,2,2,17,5,8,9,3,4,2,17
4301058,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,12,1,0,75,0,1,0,1,0,0,1,0,1,74,74,15,0,0,4,26,0,2,9,0,3,1,4,1,6,9,1,0,0,1,0,1,0,1,0,12,6,0,44,0,0,15,0,5,12,5,4,3,17
4301059,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,1,0,75,0,1,0,1,0,0,0,1,1,75,75,15,0,20,1,36,7,1,12,17,12,4,5,0,9,21,1,0,0,1,0,1,0,1,0,10,24,40,70,8,24,24,19,23,16,8,5,3,39
4301060,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,12,1,0,75,0,1,0,1,0,0,0,1,1,76,77,16,0,0,0,32,2,0,11,5,4,5,5,1,11,15,1,0,0,1,0,1,0,1,0,13,14,1,67,7,1,23,17,14,16,5,7,4,30
4301062,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,12,1,0,75,0,1,0,1,0,0,0,1,1,79,79,16,0,0,7,26,2,4,9,5,4,2,4,0,6,10,1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301063,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,1,0,75,0,1,0,1,0,0,0,1,1,80,81,17,0,18,7,42,8,4,14,19,14,5,3,3,11,25,1,0,0,1,0,1,0,1,0,10,22,16,70,10,10,24,24,20,15,8,4,3,35
4301064,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,11,1,0,75,0,1,0,1,0,0,0,1,1,81,82,17,0,24,15,63,9,9,22,22,19,4,4,3,11,30,1,0,0,1,0,1,0,1,0,11,24,38,70,9,23,24,22,23,12,7,3,2,35
4301065,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,12,1,0,75,0,1,0,1,0,0,0,1,1,83,83,17,0,0,1,15,1,1,5,2,2,5,5,1,11,13,1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4301067,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,10,1,0,75,0,1,0,1,0,0,0,1,1,85,86,18,0,8,0,26,0,0,9,0,4,2,6,0,8,12,1,0,0,1,0,1,0,1,0,12,4,0,70,3,0,24,7,9,18,8,7,3,27
4301069,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,13,1,0,75,0,1,0,1,0,0,0,1,1,88,88,18,0,0,2,25,0,1,9,0,2,5,6,0,11,13,1,0,0,1,0,1,0,1,0,13,14,2,57,3,1,20,7,10,19,6,9,4,29
4301070,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,11,1,0,75,0,1,0,1,0,0,0,1,1,89,90,18,0,0,1,16,0,1,5,0,2,5,3,0,8,10,1,0,0,1,0,1,0,1,0,11,0,2,56,0,1,19,0,5,14,4,7,3,19
4301071,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,1,0,75,0,1,0,1,0,0,0,1,1,91,92,19,0,24,17,70,10,10,24,24,21,4,4,3,11,32,1,0,0,1,0,1,0,1,0,10,24,36,70,10,22,24,24,23,17,8,5,4,40
4301073,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,8,1,0,75,0,1,0,1,0,0,0,1,1,92,93,19,0,16,1,40,7,1,14,17,12,5,4,1,10,22,1,0,0,1,0,1,0,1,0,12,20,32,70,8,19,24,19,21,16,7,7,2,37
4301076,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,1,13,1,0,75,0,1,0,1,0,0,0,1,2,97,97,20,0,0,2,15,0,1,5,0,2,3,2,0,5,7,1,0,0,1,0,1,0,1,0,12,0,8,24,1,5,8,2,4,8,3,4,1,12
4301078,430,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,1,0,9,1,0,75,0,1,0,1,0,0,0,1,2,99,100,20,0,12,0,37,3,0,13,7,8,4,5,2,11,19,1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4321001,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26,0,-1,1,0,1,0,0,0,-2,2,3,1,0,0,3,6,1,2,2,2,2,3,4,0,7,9,-1,0,0,1,-1,1,0,1,0,11,18,0,28,5,0,10,12,10,13,4,6,3,23
4321002,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,1,0,0,0,-2,2,2,1,0,0,8,10,0,5,3,0,2,0,2,0,2,4,-1,0,0,1,-1,1,0,1,0,10,0,0,24,0,0,8,0,2,9,4,5,0,11
4321003,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26,0,-1,1,0,1,0,0,0,-2,4,4,1,0,0,0,0,0,0,0,0,0,2,2,0,4,4,-1,0,0,1,-1,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4321004,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,1,0,0,0,-1,6,6,2,0,0,10,1,0,6,0,0,2,1,1,0,2,4,-1,0,0,1,-1,1,0,1,0,11,12,14,10,0,8,3,0,6,5,1,4,0,11
4321005,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26,0,-1,1,0,1,0,0,0,-1,7,8,2,0,2,0,11,1,0,4,2,2,3,3,0,6,8,-1,0,0,1,-1,1,0,1,0,9,0,6,18,0,4,6,0,2,9,4,5,0,11
4321006,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,1,1,26,0,-1,1,0,1,0,0,0,-1,9,9,2,0,0,9,9,0,5,3,0,2,1,0,0,1,3,-1,0,0,1,-1,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4321007,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,1,0,0,0,-1,10,11,3,0,0,0,3,0,0,1,0,0,3,2,0,5,5,-1,0,0,1,-1,1,0,1,0,11,14,24,35,7,14,12,17,14,16,8,8,0,30
4321008,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26,0,-1,1,0,1,0,0,0,-1,12,12,3,0,0,0,1,1,0,0,2,1,2,5,1,8,9,-1,0,0,1,-1,1,0,1,0,10,4,0,8,0,0,3,0,2,11,7,2,2,13
4321009,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,1,0,0,0,-1,14,15,3,0,0,0,2,0,0,1,0,0,2,1,0,3,3,-1,0,0,1,-1,1,0,1,0,10,0,8,10,0,5,3,0,2,9,5,4,0,11
4321010,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26,0,-1,1,0,1,0,0,0,-1,19,20,4,0,0,2,21,0,1,7,0,2,3,4,0,7,9,-1,0,0,1,-1,1,0,1,0,9,0,3,23,0,2,8,0,2,9,5,4,0,11
4321011,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26,0,-1,1,0,1,0,0,0,-1,16,16,4,0,0,0,9,0,0,3,0,1,0,2,0,2,3,-1,0,0,1,-1,1,0,1,0,11,0,4,14,0,2,5,0,2,4,3,0,1,6
4321013,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26,0,-1,1,0,1,0,0,0,-1,22,23,5,0,4,0,0,0,0,0,0,1,3,3,0,6,7,-1,0,0,1,-1,1,0,1,0,12,0,0,0,0,0,0,0,0,8,2,6,0,8
4321014,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26,0,-1,1,0,1,0,0,0,-1,22,23,5,0,0,1,26,0,1,9,0,2,6,5,0,11,13,-1,0,0,1,-1,1,0,1,0,12,2,2,44,2,1,15,5,6,12,5,5,2,18
4321015,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,1,0,0,0,-1,22,23,5,0,0,6,2,0,4,1,0,1,2,1,0,3,4,-1,0,0,1,-1,1,0,1,0,12,0,6,11,0,4,4,0,2,6,4,1,1,8
4321016,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,1,1,26,0,-1,1,0,0,1,0,0,-1,26,27,6,0,0,14,31,0,8,11,0,5,4,3,0,7,12,-1,0,0,1,-1,1,0,1,0,12,2,6,36,1,4,12,2,5,9,3,6,0,14
4321017,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,0,1,0,0,-1,25,26,6,0,0,10,27,0,6,9,0,4,6,1,0,7,11,-1,0,0,1,-1,1,0,1,0,10,0,0,39,1,0,13,2,4,9,7,1,1,13
4321019,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,1,26,0,-1,1,0,0,1,0,0,-1,31,31,7,0,8,4,27,0,2,9,0,5,4,6,2,12,17,-1,0,-1,1,-1,1,0,1,0,7,8,9,37,4,5,13,10,9,16,8,6,2,25
4321020,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,1,1,26,0,-1,1,0,0,1,0,0,-1,30,31,7,0,8,0,3,4,0,1,10,5,1,1,0,2,7,-1,0,0,1,-1,1,0,1,0,8,0,0,0,0,0,0,0,0,8,7,1,0,8
4321021,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,0,1,0,0,-1,35,35,7,0,14,8,11,4,5,4,10,8,5,3,0,8,16,-1,0,-1,1,-1,1,0,1,0,13,0,0,8,0,0,3,0,1,7,4,3,0,8
4321022,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,1,26,0,-1,1,0,0,1,0,0,0,39,39,8,0,0,0,1,0,0,0,0,0,5,1,0,6,6,-1,0,0,1,-1,1,0,1,0,10,0,0,8,1,0,3,2,1,12,6,6,0,13
4321025,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26,0,-1,1,0,0,1,0,0,0,38,39,8,0,0,12,40,0,7,14,0,5,2,3,0,5,10,-1,0,0,1,-1,1,0,1,0,9,8,6,54,0,4,19,0,8,10,5,4,1,18
4321026,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,1,1,26,0,-1,1,0,0,1,0,0,-1,41,42,9,0,0,2,15,0,1,5,0,2,3,1,0,4,6,-1,0,0,1,-1,1,0,1,0,8,8,0,16,2,0,5,5,5,3,3,0,0,8
4321027,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,7,1,1,26,0,-1,1,0,0,1,0,0,-1,43,43,9,0,0,0,13,0,0,4,0,1,2,3,0,5,6,-1,0,0,1,-1,1,0,1,0,9,0,0,26,0,0,9,0,2,12,5,4,3,14
4321028,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26,0,-1,1,0,0,1,0,0,0,44,44,9,0,0,6,12,0,4,4,0,2,3,2,0,5,7,-1,0,0,1,-1,1,0,1,0,8,0,5,25,0,3,9,0,3,8,3,5,0,11
4321030,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,1,26,0,-1,1,0,0,1,0,0,0,47,47,10,0,0,8,38,2,5,13,5,6,4,4,3,11,17,-1,0,-1,1,-1,1,0,1,0,10,8,6,46,7,4,16,17,11,18,9,6,3,29
4321031,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,1,26,0,-1,1,0,0,1,0,0,0,48,49,10,0,12,2,37,5,1,13,12,9,5,4,1,10,19,-1,0,-1,1,-1,1,0,1,0,9,24,18,48,7,11,16,17,17,18,8,8,2,35
4321033,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,1,0,0,52,53,11,0,8,0,14,0,0,5,0,3,5,4,0,9,12,1,1,1,1,1,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4321034,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76,1,1,0,1,0,0,1,0,0,54,54,11,0,0,3,22,1,2,8,2,3,4,5,2,11,14,1,1,1,1,1,1,0,1,0,11,22,16,51,6,10,17,14,16,17,8,6,3,33
4321035,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,9,0,0,76,1,1,0,1,0,0,1,0,0,55,55,11,0,2,0,21,0,0,7,0,2,4,4,0,8,10,1,1,1,1,1,1,0,1,0,9,12,4,47,4,2,16,10,10,12,3,6,3,22
4321038,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,0,76,1,1,0,1,0,0,1,0,0,60,60,12,0,0,0,14,0,0,5,0,1,5,6,3,14,15,1,1,1,1,1,1,0,1,0,8,0,0,17,0,0,6,0,1,16,7,6,3,17
4321039,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76,1,1,0,1,0,0,1,0,0,62,62,13,0,0,2,3,0,1,1,0,1,1,1,0,2,3,1,1,1,1,1,1,0,1,0,12,0,8,5,0,5,2,0,2,5,2,3,0,7
4321041,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,1,0,0,63,64,13,0,10,0,33,6,0,11,14,9,3,3,1,7,16,1,1,1,1,1,1,0,1,0,10,20,5,70,6,3,24,14,15,15,7,6,2,30
4321042,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,1,0,0,69,70,14,0,20,0,43,4,0,15,10,11,4,6,0,10,21,1,1,1,1,1,1,0,1,0,11,20,12,66,8,7,23,19,17,19,9,7,3,36
4321043,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76,1,1,0,1,0,0,1,0,0,68,69,14,0,0,0,33,0,0,11,0,3,7,6,3,16,19,1,1,1,1,1,1,0,1,0,11,0,0,59,1,0,20,2,6,14,4,7,3,20
4321044,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,1,0,0,68,69,14,0,0,0,7,0,0,2,0,1,5,6,0,11,12,1,1,1,1,1,1,0,1,0,11,2,0,11,0,0,4,0,1,17,8,8,1,18
4321045,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76,1,1,0,1,0,0,1,0,0,71,71,15,0,0,8,12,0,5,4,0,2,5,5,2,12,14,1,1,1,1,1,1,0,1,0,10,12,6,16,1,4,5,2,6,19,7,8,4,25
4321046,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76,1,1,0,1,0,0,1,0,1,72,73,15,0,0,6,33,1,4,11,2,4,7,1,1,9,13,1,1,1,1,1,1,0,1,0,11,22,0,29,4,0,10,10,10,9,8,1,0,19
4321047,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76,1,1,0,1,0,0,1,0,1,74,74,15,0,2,0,39,0,0,13,0,4,5,6,0,11,15,1,1,1,1,1,1,0,1,0,9,22,24,51,7,14,17,17,18,19,8,8,3,37
4321048,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,0,1,1,77,77,16,0,12,0,48,4,0,16,10,10,7,5,3,15,25,1,1,1,1,1,1,0,1,0,10,20,26,66,8,16,23,19,19,17,8,7,2,36
