pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
9741045,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,9,0,1,25,1,-1,1,0,0,1,0,0,0,36,36,8,0,2,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,10,4,8,0,0,5,0,0,2,1,1,0,0,3
9741046,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,0,1,25,1,-1,1,0,0,1,0,0,0,37,37,8,0,7,0,70,5,0,24,12,11,6,3,0,9,20,-1,1,-1,1,-1,1,-1,0,0,10,24,36,68,7,22,23,17,21,10,4,5,1,31
9741047,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,10,0,1,25,1,-1,1,0,0,1,0,0,0,37,37,8,0,4,0,0,0,0,0,0,1,2,1,0,3,4,-1,1,-1,1,-1,1,-1,0,0,12,0,4,13,0,2,4,0,2,6,5,1,0,8
9741049,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,9,0,1,25,1,-1,1,0,0,1,0,0,0,38,38,8,0,0,1,10,0,1,3,0,1,5,0,0,5,6,-1,1,-1,1,-1,1,-1,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9741053,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,10,0,1,25,1,-1,1,0,0,1,0,0,0,41,42,9,0,10,0,39,0,0,13,0,6,3,5,0,8,14,-1,1,-1,1,-1,1,-1,0,0,10,24,16,69,8,10,24,19,19,15,7,5,3,34
9741054,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,0,1,25,1,-1,1,0,0,1,0,0,0,42,42,9,0,10,4,26,0,2,9,0,5,3,1,0,4,9,-1,1,-1,1,-1,1,-1,0,0,10,0,2,38,0,1,13,0,4,3,2,1,0,7
9741055,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,8,0,1,25,1,-1,1,0,0,1,0,0,0,43,43,9,0,6,0,22,0,0,8,0,3,2,0,0,2,5,-1,1,-1,1,-1,1,-1,0,0,9,8,4,40,4,2,14,10,8,8,3,5,0,16
9741057,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,0,1,25,1,-1,1,0,0,1,0,0,0,44,45,9,0,0,0,21,1,0,7,2,2,5,0,0,5,7,-1,1,-1,1,-1,1,-1,0,0,10,18,7,48,4,4,16,10,12,12,8,4,0,24
9741058,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,10,0,1,25,1,-1,1,0,0,1,0,0,0,45,46,10,0,2,0,17,0,0,6,0,2,3,0,0,3,5,-1,1,-1,1,-1,1,-1,0,0,11,8,2,25,5,1,9,12,7,12,5,5,2,19
9741059,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,10,0,1,25,1,-1,1,0,0,1,0,0,0,46,47,10,0,0,10,34,0,6,12,0,4,5,4,0,9,13,-1,1,-1,1,-1,1,-1,0,0,10,12,0,62,4,0,21,10,11,11,5,4,2,22
9741065,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,11,1,0,75,1,1,0,1,0,0,1,0,0,52,52,11,0,1,11,27,0,7,9,0,4,5,4,0,9,13,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9741066,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,1,0,75,1,1,0,1,0,0,1,0,0,51,52,11,0,18,11,55,7,7,19,17,15,4,5,0,9,24,1,1,1,1,1,1,1,1,0,10,22,15,70,9,9,24,22,19,16,6,8,2,35
9741068,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,10,1,0,75,1,1,0,1,0,0,1,0,0,52,53,11,0,6,0,11,0,0,4,0,2,4,3,0,7,9,1,1,1,1,1,1,1,1,0,10,10,0,16,0,0,5,0,4,11,5,6,0,15
9741069,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,9,1,0,75,1,1,0,1,0,0,1,0,0,54,54,11,0,12,0,32,6,0,11,14,9,5,3,3,11,20,1,1,1,1,1,1,1,1,0,10,22,38,69,9,23,24,22,23,15,6,6,3,38
9741070,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,10,1,0,75,1,1,0,1,0,0,1,0,0,55,55,11,0,4,0,44,0,0,15,0,5,5,4,0,9,14,1,1,1,1,1,1,1,1,0,12,10,8,69,3,5,24,7,11,12,6,5,1,23
9741074,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,10,1,0,75,1,1,0,1,0,0,1,0,0,57,57,12,0,18,4,47,4,2,16,10,12,5,5,3,13,25,1,1,1,1,1,1,1,1,0,10,24,27,67,10,16,23,24,22,19,9,7,3,41
9741077,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,10,1,0,75,1,1,0,1,0,0,1,0,0,60,61,13,0,0,0,0,0,0,0,0,0,3,0,0,3,3,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9741079,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,1,0,75,1,1,0,1,0,0,1,0,0,61,61,13,0,22,3,35,7,2,12,17,13,5,1,0,6,19,1,1,1,1,1,1,1,1,0,9,24,10,70,7,6,24,17,18,14,9,5,0,32
9741080,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,11,1,0,75,1,1,0,1,0,0,1,0,0,62,63,13,0,24,6,34,7,4,12,17,14,4,2,0,6,20,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9741082,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,12,1,0,75,1,1,0,1,0,0,1,0,0,64,64,13,0,13,0,34,7,0,12,17,10,7,3,3,13,23,1,1,1,1,1,1,1,1,0,10,24,12,47,9,7,16,22,17,18,9,6,3,35
9741086,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,9,1,0,75,1,1,0,1,0,0,1,0,0,69,69,14,0,22,22,70,9,13,24,22,20,5,5,2,12,32,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9741089,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,10,1,0,75,1,1,0,1,0,0,1,0,0,70,70,14,0,2,8,38,2,5,13,5,6,4,3,0,7,13,1,1,1,1,1,1,1,1,0,10,12,0,38,2,0,13,5,7,16,6,7,3,23
9741092,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,8,1,0,75,1,1,0,1,0,0,1,0,1,72,72,15,0,24,26,52,8,16,18,19,19,8,4,3,15,34,1,1,1,1,1,1,1,1,0,9,24,30,70,8,18,24,19,21,17,9,5,3,38
9741093,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,11,1,0,75,1,1,0,1,0,0,1,0,1,73,73,15,0,14,1,38,0,1,13,0,7,4,1,1,6,13,1,1,1,1,1,1,1,1,0,12,14,2,39,6,1,13,14,11,14,7,5,2,25
9741095,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,11,1,0,75,1,1,0,1,0,0,1,0,1,74,75,15,0,22,9,70,7,5,24,17,17,4,1,0,5,22,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9741098,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,11,1,0,75,1,1,0,1,0,0,0,1,1,77,77,16,0,0,0,10,0,0,3,0,1,5,3,0,8,9,1,1,1,1,1,1,1,1,0,10,4,2,10,1,1,3,2,3,7,4,3,0,10
9741101,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,10,1,0,75,1,1,0,1,0,0,0,1,1,79,80,16,0,8,2,48,4,1,16,10,9,8,1,1,10,19,1,1,1,1,1,1,1,1,0,10,18,19,58,5,11,20,12,15,8,4,4,0,23
9741105,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,11,1,0,75,1,1,0,1,0,0,0,1,1,83,83,17,0,22,10,56,6,6,19,14,15,8,6,3,17,32,1,1,1,1,1,1,1,1,0,12,22,38,68,7,23,23,17,21,18,7,7,4,39
9741106,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,1,0,75,1,1,0,1,0,0,0,1,1,83,84,17,0,22,22,59,8,13,20,19,19,4,4,3,11,30,1,1,1,1,1,1,1,1,0,10,24,36,69,9,22,24,22,23,16,8,7,1,39
9741107,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,8,1,0,75,1,1,0,1,0,0,0,1,1,84,85,17,0,18,23,46,8,14,16,19,17,4,5,0,9,26,1,1,1,1,1,1,1,1,0,9,24,38,70,7,23,24,17,22,16,6,7,3,38
9741109,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,8,1,0,75,1,1,0,1,0,0,0,1,1,87,87,18,0,0,2,32,0,1,11,0,3,2,1,0,3,6,1,1,1,1,1,1,1,1,0,9,4,2,44,0,1,15,0,5,4,3,1,0,9
9741112,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,10,1,0,75,1,1,0,1,0,0,0,1,1,89,90,18,0,12,8,41,7,5,14,17,12,5,6,3,14,26,1,1,1,1,1,1,1,1,0,10,24,32,68,9,19,23,22,22,17,8,9,0,39
9741113,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,1,0,75,1,1,0,1,0,0,0,1,1,89,89,18,0,20,7,58,6,4,20,14,15,6,4,0,10,25,1,1,1,1,1,1,1,1,0,10,20,38,69,9,23,24,22,22,16,8,5,3,38
9741114,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,8,1,0,75,1,1,0,1,0,0,0,1,1,90,90,18,0,4,6,0,2,4,0,5,3,5,4,2,11,14,1,1,1,1,1,1,1,1,0,9,12,0,68,4,0,23,10,11,19,9,6,4,30
9741118,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,9,1,0,75,1,1,0,1,0,0,0,1,1,93,94,19,0,11,0,36,5,0,12,12,9,4,6,1,11,20,1,1,1,1,1,1,1,1,0,9,22,6,65,7,4,22,17,16,19,9,8,2,35
9741119,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,1,13,1,0,75,1,1,0,1,0,0,0,1,1,94,94,19,0,24,21,62,8,13,21,19,19,7,5,2,14,33,1,1,1,1,1,1,1,1,0,13,24,36,60,10,22,21,24,23,22,8,9,5,45
9741120,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,12,1,0,75,1,1,0,1,0,0,0,1,2,95,95,19,0,24,9,69,8,5,24,19,18,5,5,0,10,28,1,1,1,1,1,1,1,1,0,10,24,2,70,8,1,24,19,17,13,8,3,2,30
9741124,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,7,1,0,75,1,1,0,1,0,0,0,1,2,98,98,20,0,22,34,70,8,20,24,19,21,8,4,2,14,35,1,1,1,1,1,1,1,1,0,8,20,34,70,10,20,24,24,22,17,8,7,2,39
9741126,974,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,1,0,9,1,0,75,1,1,0,1,0,0,0,1,2,100,100,20,0,24,14,43,7,8,15,17,16,6,3,2,11,27,1,1,1,1,1,1,1,1,0,9,24,15,58,6,9,20,14,17,19,8,9,2,36
9751001,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,48,1,0,0,1,0,0,0,1,1,87,87,18,0,14,8,34,7,5,12,17,12,3,2,1,6,18,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751002,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,1,0,48,1,0,0,1,0,0,0,1,1,89,90,18,0,10,0,33,0,0,11,0,5,5,4,0,9,14,0,1,0,1,0,1,0,1,0,11,20,6,30,8,4,10,19,13,14,7,7,0,27
9751003,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,1,0,48,1,0,0,1,0,0,1,0,1,65,66,14,0,6,9,32,5,5,11,12,9,6,5,3,14,23,0,1,0,1,0,1,0,1,0,9,22,28,70,7,17,24,17,20,15,7,8,0,35
9751005,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,1,0,48,1,0,0,1,0,0,0,1,1,94,95,19,0,22,7,62,8,4,21,19,17,4,5,3,12,29,0,1,0,1,0,1,0,1,0,9,24,21,46,9,13,16,22,18,18,8,7,3,36
9751006,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,0,0,53,1,0,0,1,0,0,0,1,1,99,99,20,0,0,3,15,0,2,5,0,2,5,3,0,8,10,0,1,0,1,0,1,0,0,0,10,4,0,14,0,0,5,0,2,12,7,2,3,14
9751007,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,1,0,48,1,0,1,0,1,0,0,0,-1,20,21,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,9,6,4,0,0,2,0,0,2,1,1,0,0,3
9751008,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,0,0,53,1,0,0,1,0,0,0,1,1,83,84,17,0,0,2,16,0,1,5,0,2,4,5,0,9,11,0,1,0,1,0,1,0,0,0,8,0,0,25,0,0,9,0,2,15,7,5,3,17
9751009,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,9,1,0,48,1,0,0,1,0,0,0,1,1,92,92,19,0,0,0,16,2,0,5,5,3,5,4,0,9,12,0,1,0,1,0,1,0,1,0,10,0,2,12,4,1,4,10,4,11,5,6,0,15
9751010,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,13,0,0,53,1,0,0,1,0,0,1,0,1,70,71,15,0,1,3,31,4,2,11,10,6,4,2,0,6,12,0,1,0,1,0,1,0,0,0,13,10,5,44,8,3,15,19,12,14,6,6,2,26
9751011,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,1,0,48,1,0,0,1,0,0,1,0,1,61,61,13,0,6,1,58,3,1,20,7,8,4,5,0,9,17,0,1,0,1,0,1,0,1,0,9,22,21,52,7,13,18,17,17,12,4,7,1,29
9751012,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,0,0,53,1,0,1,0,0,1,0,0,-1,25,25,5,0,0,0,10,0,0,3,0,1,3,3,0,6,7,0,1,0,1,0,1,0,0,0,10,0,2,0,0,1,0,0,0,15,8,7,0,15
9751013,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,11,1,0,48,1,0,0,1,0,0,0,1,1,96,97,20,0,12,7,35,7,4,12,17,11,8,5,3,16,27,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751014,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,0,0,53,1,0,1,0,0,1,0,0,0,39,40,8,0,0,0,7,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,8,0,0,8,0,0,3,0,1,4,3,1,0,5
9751015,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,1,0,48,1,0,1,0,0,1,0,0,0,36,36,8,0,2,1,47,0,1,16,0,5,3,5,2,10,15,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751016,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,0,0,53,1,0,.,.,.,.,.,1,.,.,.,.,0,8,2,12,0,1,4,0,3,4,5,0,9,12,0,1,0,1,0,1,0,0,0,9,0,0,16,1,0,5,2,2,10,7,3,0,12
9751017,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,1,0,48,1,0,1,0,1,0,0,0,-2,13,14,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,10,0,0,9,0,0,3,0,1,4,3,1,0,5
9751018,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,0,0,53,1,0,1,0,0,1,0,0,-1,27,28,6,0,0,7,20,1,4,7,2,3,3,1,0,4,7,0,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751019,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,10,1,0,48,1,0,1,0,1,0,0,0,-1,15,16,4,0,0,0,9,0,0,3,0,1,1,0,1,2,3,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751020,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,8,0,0,53,1,0,1,0,0,1,0,0,0,38,39,8,0,5,0,19,2,0,7,5,4,4,4,3,11,15,0,1,0,1,0,1,0,0,0,9,18,0,30,4,0,10,10,9,12,8,3,1,21
9751021,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,0,7,1,0,48,1,0,1,0,0,1,0,0,0,32,33,7,0,4,4,10,0,2,3,0,2,3,2,0,5,7,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751023,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,1,0,48,1,0,1,0,1,0,0,0,-1,23,23,5,0,2,0,16,2,0,5,5,3,2,2,0,4,7,0,1,0,1,0,1,0,1,0,8,2,4,35,1,2,12,2,5,5,3,2,0,10
9751026,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,0,0,53,1,0,1,0,1,0,0,0,-2,4,4,1,0,0,0,18,0,0,6,0,2,3,2,0,5,7,0,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751027,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,1,0,48,1,0,1,0,0,1,0,0,0,46,47,10,0,2,0,6,0,0,2,0,1,3,2,0,5,6,0,1,0,1,0,1,0,1,0,8,0,0,7,0,0,2,0,1,12,5,5,2,13
9751028,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,0,0,53,1,0,0,1,0,0,1,0,0,51,52,11,0,0,0,12,0,0,4,0,1,1,0,0,1,2,0,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751029,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,1,0,48,1,0,1,0,1,0,0,0,-2,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751030,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,53,1,0,0,1,0,0,0,1,1,80,80,16,0,7,3,40,0,2,14,0,6,4,5,0,9,15,0,1,0,1,0,1,0,0,0,10,8,0,69,3,0,24,7,10,12,4,5,3,22
9751031,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,6,1,0,48,1,0,1,0,0,1,0,0,-1,30,30,6,0,7,5,5,0,3,2,0,3,1,0,0,1,4,0,1,0,1,0,1,0,1,0,10,0,0,19,0,0,7,0,2,5,0,5,0,7
9751032,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,0,0,53,1,0,1,0,0,1,0,0,0,49,49,10,0,0,5,18,0,3,6,0,2,4,4,1,9,11,0,1,0,1,0,1,0,0,0,8,16,21,66,6,13,23,14,16,9,3,3,3,25
9751033,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,48,1,0,0,1,0,0,1,0,0,54,54,11,0,6,0,23,2,0,8,5,5,3,5,0,8,13,0,1,0,1,0,1,0,1,0,10,2,0,66,4,0,23,10,9,8,2,4,2,17
9751035,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,48,1,0,0,1,0,0,1,0,1,56,56,12,0,4,0,18,4,0,6,10,5,3,4,0,7,12,0,1,0,1,0,1,0,1,0,9,14,13,65,8,8,22,19,16,10,3,5,2,26
9751036,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,8,0,0,53,1,0,0,1,0,0,0,1,1,75,75,15,0,0,0,9,0,0,3,0,1,2,2,0,4,5,0,1,0,1,0,1,0,0,0,8,20,7,31,7,4,11,17,13,10,6,4,0,23
9751037,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,1,0,48,1,0,0,1,0,0,1,0,1,68,68,14,0,0,0,16,0,0,5,0,1,2,3,0,5,6,0,1,0,1,0,1,0,1,0,12,2,2,26,2,1,9,5,4,10,5,5,0,14
9751040,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,10,0,0,53,1,0,0,1,0,0,1,0,1,63,64,13,0,0,0,40,0,0,14,0,3,2,3,0,5,8,0,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751041,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,9,1,0,48,1,0,1,0,1,0,0,0,-2,8,9,2,0,5,0,17,2,0,6,5,4,4,2,1,7,11,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9751042,975,BUTERE/M,0,S. WANGA,SOUTH WANGA,0,0,1,7,0,0,53,1,0,.,.,.,.,.,1,.,.,.,.,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,1,0,1,0,1,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9781003,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,8,0,1,28,0,-1,1,0,1,0,0,0,-1,7,8,2,0,0,0,8,0,0,3,0,1,1,0,0,1,2,-1,0,0,1,0,1,0,1,0,8,0,0,0,1,0,0,2,1,3,1,2,0,4
9781007,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,1,0,0,0,-1,7,8,2,0,0,1,8,1,1,3,2,1,2,0,0,2,3,-1,0,0,1,0,1,0,1,0,9,8,0,19,0,0,7,0,4,5,2,3,0,9
9781009,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,8,0,1,28,0,-1,1,0,1,0,0,0,-1,7,8,2,0,4,3,0,0,2,0,0,1,4,4,0,8,9,-1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9781011,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,7,0,1,28,0,-1,1,0,1,0,0,0,-1,14,15,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,0,0,1,0,1,0,1,0,9,4,1,14,0,1,5,0,2,2,1,1,0,4
9781015,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,1,0,0,0,-1,14,15,3,0,3,4,0,0,2,0,0,1,3,1,0,4,5,-1,0,0,1,0,1,0,1,0,9,0,0,0,0,0,0,0,0,6,3,3,0,6
9781016,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,1,0,0,0,-1,14,15,3,0,0,12,0,0,7,0,0,2,3,2,0,5,7,-1,0,0,1,0,1,0,1,0,10,6,4,35,0,2,12,0,5,9,4,5,0,14
9781022,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,9,0,1,28,0,-1,1,0,1,0,0,0,-1,19,20,4,0,0,0,0,0,0,0,0,0,1,3,0,4,4,-1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9781023,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,8,0,1,28,0,-1,1,0,1,0,0,0,-1,19,20,4,0,0,6,11,0,4,4,0,2,5,5,0,10,12,-1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9781024,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,0,1,0,0,-1,29,30,6,0,2,6,0,0,4,0,0,1,1,1,0,2,3,-1,0,0,1,0,1,0,1,0,10,6,2,31,0,1,11,0,4,3,2,1,0,7
9781026,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,8,0,1,28,0,-1,1,0,0,1,0,0,-1,28,29,6,0,8,8,3,0,5,1,0,3,2,0,0,2,5,-1,0,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
9781027,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,0,1,0,0,-1,28,29,6,0,0,8,30,0,5,10,0,4,1,0,0,1,5,-1,0,0,1,0,1,0,1,0,7,0,0,28,1,0,10,2,3,3,2,1,0,6
9781029,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,9,0,1,28,0,-1,1,0,0,1,0,0,-1,28,29,6,0,0,0,0,0,0,0,0,0,3,5,0,8,8,-1,0,0,1,0,1,0,1,0,10,4,6,40,0,4,14,0,5,9,5,4,0,14
9781032,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,12,0,1,28,0,-1,1,0,0,1,0,0,-1,28,29,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,12,0,12,0,2,7,0,5,3,11,4,5,2,14
9781033,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,8,0,1,28,0,-1,1,0,0,1,0,0,-1,28,29,6,0,0,0,0,1,0,0,2,1,8,6,0,14,15,-1,0,0,1,0,1,0,1,0,9,22,10,61,2,6,21,5,13,12,5,6,1,25
9781035,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,0,1,0,0,-1,34,35,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
9781036,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,8,0,1,28,0,-1,1,0,0,1,0,0,-1,31,31,7,0,8,0,16,0,0,5,0,3,4,1,0,5,8,-1,0,0,1,0,1,0,1,0,10,8,0,70,0,0,24,0,8,6,4,2,0,14
9781040,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,0,7,0,1,28,0,-1,1,0,0,1,0,0,-1,38,39,8,0,0,8,8,0,5,3,0,2,1,0,0,1,3,-1,0,0,1,0,1,0,1,0,8,2,5,18,0,3,6,0,3,0,0,0,0,3
9781041,978,BUTERE/M,0,S. WANGA,SOUTH WANGA,1,0,1,10,0,1,28,0,-1,1,0,0,1,0,0,-1,38,39,8,0,0,0,4,0,0,1,0,0,0,0,0,0,0,-1,0,0,1,0,1,0,1,0,10,2,6,0,0,4,0,0,1,1,0,1,0,2
